"(PDH-CSV 4.0) (","\\JUNBUMJIN_DEV\Processor Information(0,0)\% Processor Performance","\\JUNBUMJIN_DEV\Processor Information(0,1)\% Processor Performance","\\JUNBUMJIN_DEV\Processor Information(0,10)\% Processor Performance","\\JUNBUMJIN_DEV\Processor Information(0,11)\% Processor Performance","\\JUNBUMJIN_DEV\Processor Information(0,2)\% Processor Performance","\\JUNBUMJIN_DEV\Processor Information(0,3)\% Processor Performance","\\JUNBUMJIN_DEV\Processor Information(0,4)\% Processor Performance","\\JUNBUMJIN_DEV\Processor Information(0,5)\% Processor Performance","\\JUNBUMJIN_DEV\Processor Information(0,6)\% Processor Performance","\\JUNBUMJIN_DEV\Processor Information(0,7)\% Processor Performance","\\JUNBUMJIN_DEV\Processor Information(0,8)\% Processor Performance","\\JUNBUMJIN_DEV\Processor Information(0,9)\% Processor Performance","\\JUNBUMJIN_DEV\Processor Information(0,_Total)\% Processor Performance","\\JUNBUMJIN_DEV\Processor Information(_Total)\% Processor Performance"
"08/04/2026 11:07:41.829"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"08/04/2026 11:07:42.840","143.56233036775859091","161.84594827742219536","137.87883033741144345","130.25349898959657935","156.84122825063067808","154.64571266893017309","140.5591637330267929","136.5204998695786287","153.85480082564237136","154.87596209311908524","146.76377005486241956","141.79530232131386924","150.12256502774670253","150.15394535618909799"
"08/04/2026 11:07:43.851","150.88565219039435306","151.82212201936195584","152.17380008254960444","151.76771981010148238","151.90364251632317405","152.01352646953230874","151.72280989984940902","151.71623207947493484","151.6083007275204011","151.92384212656375553","151.50860777333585361","151.74548608392703386","151.74667754030917877","151.73688286367652722"
"08/04/2026 11:07:44.859","148.43117657163173817","151.19545436666624028","150.96556181091091275","146.02806644395380431","150.30090269285608429","151.73589324452836991","150.03017653878174542","150.00557752143370749","153.20509741990446173","150.10798414571098647","151.07316110205132986","149.94772743302198137","150.73400547781659498","150.75890133141353999"
"08/04/2026 11:07:45.862","152.81960331358595795","152.4997824134145219","153.89115637175444817","153.52509490973889683","152.99578085211138045","153.15514347890231761","149.72085532680978304","148.21237765430311129","150.40346302831412117","149.97610481860087361","152.34092257247186808","152.20901529679346709","152.14953004841925122","152.14800748718226941"
"08/04/2026 11:07:46.874","158.40513697447059371","160.34207998105878801","160.32392034720834317","157.56408567055555636","158.1702013435572951","155.49114504143736326","146.12828397782027423","151.2079247757279461","155.31240245757521734","150.80717932096263212","145.54072461952776507","158.53867572676645636","156.47743723480252243","156.46328695412591969"
"08/04/2026 11:07:47.889","147.76727134112161366","159.62606330721490622","159.21727945577370633","159.32926748620428725","154.35080178375494597","149.65105380353165287","145.91325515530277812","148.14131232792902892","156.23233765778226712","148.47185003264215197","139.79649448328419226","144.97932924286649836","155.31864951490700832","155.27399473070443037"
"08/04/2026 11:07:48.904","151.29868169381330745","162.37230084743742964","159.68541953758995078","156.14911326554741322","157.43775027616680973","161.89872008199574793","144.73511944041177912","152.81348637015781833","148.27512044046798678","137.72615931189230309","160.28567121548715591","156.95540485490403171","157.8509177842776694","157.91696181892297091"
"08/04/2026 11:07:49.920","155.86970736899380086","155.47482431602648489","160.28319748054835259","157.46890062981876213","158.11275424433318904","158.3187724633674236","153.77438275396141876","150.88682388876767959","153.25258540139049046","160.48606539909548019","158.81608011535595892","141.89380222841225532","157.45709750187984355","157.41881721926822024"
"08/04/2026 11:07:50.935","157.99817711909904006","163.61925228171699587","160.76404197471416069","159.13124254447930639","149.28690712476901581","158.94129703723703528","140.81635012386456651","151.63059692768126752","162.58638402310958782","157.31737211589032199","160.51452592084351068","157.9533068198556407","159.50104458500612736","159.50526802396132098"
