"(PDH-CSV 4.0) (","\\JUNBUMJIN_DEV\Processor Information(0,0)\% Processor Performance","\\JUNBUMJIN_DEV\Processor Information(0,1)\% Processor Performance","\\JUNBUMJIN_DEV\Processor Information(0,10)\% Processor Performance","\\JUNBUMJIN_DEV\Processor Information(0,11)\% Processor Performance","\\JUNBUMJIN_DEV\Processor Information(0,2)\% Processor Performance","\\JUNBUMJIN_DEV\Processor Information(0,3)\% Processor Performance","\\JUNBUMJIN_DEV\Processor Information(0,4)\% Processor Performance","\\JUNBUMJIN_DEV\Processor Information(0,5)\% Processor Performance","\\JUNBUMJIN_DEV\Processor Information(0,6)\% Processor Performance","\\JUNBUMJIN_DEV\Processor Information(0,7)\% Processor Performance","\\JUNBUMJIN_DEV\Processor Information(0,8)\% Processor Performance","\\JUNBUMJIN_DEV\Processor Information(0,9)\% Processor Performance","\\JUNBUMJIN_DEV\Processor Information(0,_Total)\% Processor Performance","\\JUNBUMJIN_DEV\Processor Information(_Total)\% Processor Performance"
"08/04/2026 12:27:18.869"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"08/04/2026 12:27:19.878","102.78853568236945648","160.08296154821766777","131.22346388534128891","95.854127108231878651","131.02965537018604891","140.1610746101148095","109.93575830037707419","98.752376641014038228","133.07816926698853877","95.935054859802733063","154.60398842720073276","134.06977396039800965","141.15881023356374158","141.16895388444910964"
"08/04/2026 12:27:20.887","146.55361431810189288","157.55659899013372183","110.6994540547172079","101.06817693794288004","148.60538901201445583","109.46072412929090945","113.96368184555520031","102.64040837854129506","148.6333690930514706","97.193695652173914823","120.38794819839661443","121.4907378602336081","139.74892006831194635","139.58302428919847671"
"08/04/2026 12:27:21.894","130.39126374766547656","159.78794118459964579","107.6730827294686037","129.65205242836822208","101.16072190720078083","138.76959105560032981","158.77673189168501722","113.13610417409917375","147.80489881539980956","123.9340358091321832","124.78393876922348227","121.13330665987706425","144.65459055206883932","144.87801800444461264"
"08/04/2026 12:27:22.912","140.07425527537094467","157.33459635780386066","148.25899164378554929","143.56866635402764132","141.27019451762990343","146.53078378533339787","141.9487083897834907","141.36169324841688422","148.06843055707562939","145.9292867754726899","154.60054876115103184","145.42387692307693214","147.91838158353678523","147.9113109760717748"
"08/04/2026 12:27:23.917","153.6989515312922947","151.42302335709140948","151.26021005786188312","153.35525770158341174","149.89818684706227714","150.94600549842175496","150.56522655693331103","149.75960443512136067","151.110161805660141","151.08998942269306553","150.63480231291867995","151.32369734334358213","151.4064879950925615","151.42709361196727968"
"08/04/2026 12:27:24.927","149.74309978768576457","151.73374217056027646","150.59571476397724155","152.03925177594638285","152.08855241182826035","151.90856105093232031","151.63055935582221423","151.00202670108194525","151.46854230173403266","151.41237648807523897","150.76143870634192012","151.18943248718412065","151.34831300784085784","151.35355493735369237"
"08/04/2026 12:27:25.936","151.786030113455638","151.80727426038848193","155.06636423860919649","154.10223602484472849","153.12551428619252647","157.1840528794857903","150.49874619858078972","150.42420202447712541","150.26496659534518585","152.13561265597417105","150.83507068223724445","151.84700059943426709","152.70323799724974378","152.66458189015338576"
"08/04/2026 12:27:26.950","153.81618316315555717","153.20180788763880741","157.63072251208524222","159.38069788541645266","159.80344879129242486","160.72778454372581791","147.7999137160642249","150.10102018348624142","148.59428275581524304","148.44986770644757712","137.65376381998135003","124.3924775143090784","155.59581633258969191","155.60571181380200301"
"08/04/2026 12:27:27.961","151.18793149280369903","160.64369168890081596","158.73270108186727612","157.11720278472969881","156.7857366978809921","161.14894466395071504","155.4034169304439672","155.16621389021381106","154.93643961789229024","141.89794982341879859","137.01921407835274636","145.6184553423359489","155.91575791078278712","155.91967501465785517"
"08/04/2026 12:27:28.963","156.03107258262741652","162.67936145441518647","159.65365926631835691","158.03549047344338874","151.97800913439061787","160.67829388030926907","155.93168811406266627","148.84591139519505987","153.46667849656748217","129.23645281843661792","158.31755954274564147","155.77549908826105707","157.42486780395748269","157.40037177846485861"
"08/04/2026 12:27:29.977","158.2292373231863678","157.76639753620776219","159.79402595421902333","161.36880442354581078","155.87077757392617627","160.81216486509489982","149.06025859476795858","144.4619015724173039","147.17637362637361775","117.59946024963454647","137.67396848406752952","147.29522340303964256","156.65964057882789007","156.68563200893083831"
"08/04/2026 12:27:30.992","156.28698150135741685","159.80195470548054004","157.65357461371854697","160.45153924131676604","158.88332264488474266","162.10307812959513285","150.90794992898901228","157.22651531523334256","152.90447839540280484","115.29872107186358221","161.46883389678831122","149.50669620380625702","158.15614636561511475","158.167380972389509"
"08/04/2026 12:27:31.996","156.24370097344296937","153.21644271866358622","158.98575512865525639","160.81112469750380001","156.89714106265023474","156.17665519335898239","161.46033884522483959","155.20454108139310279","156.8278146490164886","151.38670528203007848","143.28386900228483114","146.30683570327224174","158.11666090895133152","158.08233093525180379"
"08/04/2026 12:27:33.013","160.28987754064047522","158.15803320860618442","159.32604148241571806","161.81680207566046192","148.07172611595456146","154.7843817581216399","154.74879116148935054","149.67857004980118063","152.05074104404513946","139.5392097264437723","161.05258946014012622","150.85784426191895591","158.15173318379257239","158.21453843373723203"
"08/04/2026 12:27:34.027","158.00551698539769063","161.12634223448904436","159.86439054020340222","161.11475934668186483","160.04801416983752915","153.38612609014046484","155.12900603522601273","155.55319202276345436","149.95159117549292205","132.09531083953240227","133.321800281293946","113.17083727850669561","157.93859887153672616","157.90956391540333925"
"08/04/2026 12:27:35.040","158.83871098336101113","156.49328099582714913","161.08037156481711349","158.71494169386292583","147.40658357163127334","126.00492997198880119","155.8646856936416043","156.43342537715517437","153.8166852000971403","138.95681653976546954","138.5639515455305002","134.30837774089280856","157.07140618572856283","157.03356144936901728"
"08/04/2026 12:27:36.055","152.65011699116067234","159.60146724470686763","160.32375873646449804","161.68445454850885312","151.77069857197992064","156.78632602699957488","150.85039946331644956","148.79206148904438578","152.38027790056310096","159.14143547237546272","156.96467833755244214","159.17579479235820372","157.49108548880482772","157.53257780111158581"
"08/04/2026 12:27:37.068","147.19606762493484098","161.29352193425597761","162.5533398260216984","161.49094917303852981","159.77023627779618664","159.33177707264567857","149.64829114349024053","141.3285818181818172","151.65403961718229198","110.73456790123456983","131.83658712942877855","154.90676185178318747","158.577536440686373","158.60913327305425469"
"08/04/2026 12:27:38.084","159.85779677068597948","160.70378395730509169","159.2702861471393021","161.54934424704677554","156.61885723325616482","162.04516603979016054","159.5932973329925062","148.82592028566926956","148.87293480191863182","126.44956800310649214","148.35448382349392205","113.95041322314050092","158.68711415422606592","158.65960651504803991"
"08/04/2026 12:27:39.100","159.82581629214479335","160.75135208424350708","160.95037019862431293","162.96668401874023857","147.53339492418891155","161.4398650672524127","143.50621821968999825","148.17081081081082061","149.19323256202687844","108.97557858866960601","161.03707455042331276","160.85014722013741562","159.18143865791955704","159.16963237981647694"
"08/04/2026 12:27:40.103","161.11007964433591155","160.41021680764455937","161.12101885504705479","161.0825835098773382","155.93489105652031412","162.26577073950312524","157.59841675434640251","154.48522085685817729","156.80016606698035275","151.89181056590871322","142.83130735109875786","128.00060036021613996","159.21117511520736798","159.2128354053664907"
"08/04/2026 12:27:41.106","154.25710518001619675","154.79529528494944657","161.62971586150175085","160.62630816467739692","161.17318421216978663","135.9520355865003296","159.10777702291986202","142.66004415011036599","156.14957560440609541","158.54456301319768841","153.17599169185689334","141.11578541103821749","158.7053524636362738","158.67361468180200745"
"08/04/2026 12:27:42.108","159.50958927912077456","163.060352613762376","160.55756695708294046","160.26409454256838671","147.1402896876527393","155.73194351587349615","151.33354617150155264","147.94760580320229337","152.47454892664296722","124.5232679366884696","158.61108294096342775","143.94528394522939152","158.17336368468025398","158.17448096799094515"
"08/04/2026 12:27:43.125","162.65327324572771772","164.27948681290675381","158.91865231467110675","163.25166119300388345","148.83336442868946392","159.22693011825634812","143.9231439462697324","147.57630117114248947","152.65409386200715858","159.42061265550171356","121.58389585342334271","143.13964392497962308","159.21834598809766703","159.24770018347211931"
"08/04/2026 12:27:44.140","161.04035907650450099","161.15519058492884596","161.81635873971967499","161.83556643982385026","159.00064842158678857","158.60157331552630922","152.65062985171755372","148.65580936978824411","150.41594863297430607","112.17011813759555139","142.97414791528788669","146.00883745397158009","158.86190171675931992","158.85988921793369855"
