"(PDH-CSV 4.0) (","\\JUNBUMJIN_DEV\Processor Information(0,0)\% Processor Performance","\\JUNBUMJIN_DEV\Processor Information(0,1)\% Processor Performance","\\JUNBUMJIN_DEV\Processor Information(0,10)\% Processor Performance","\\JUNBUMJIN_DEV\Processor Information(0,11)\% Processor Performance","\\JUNBUMJIN_DEV\Processor Information(0,2)\% Processor Performance","\\JUNBUMJIN_DEV\Processor Information(0,3)\% Processor Performance","\\JUNBUMJIN_DEV\Processor Information(0,4)\% Processor Performance","\\JUNBUMJIN_DEV\Processor Information(0,5)\% Processor Performance","\\JUNBUMJIN_DEV\Processor Information(0,6)\% Processor Performance","\\JUNBUMJIN_DEV\Processor Information(0,7)\% Processor Performance","\\JUNBUMJIN_DEV\Processor Information(0,8)\% Processor Performance","\\JUNBUMJIN_DEV\Processor Information(0,9)\% Processor Performance","\\JUNBUMJIN_DEV\Processor Information(0,_Total)\% Processor Performance","\\JUNBUMJIN_DEV\Processor Information(_Total)\% Processor Performance"
"08/04/2026 17:43:14.387"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"08/04/2026 17:43:15.398","149.38437654956706524","157.51886863548585893","144.6234334250022755","146.23749313969688046","144.40335596450478306","150.42403928658984569","153.50521073936906191","137.34253695686797414","145.36782880749484548","150.46744170857553513","144.52677608626703432","140.01325444212645266","148.41035644942667204","148.42124444851427256"
"08/04/2026 17:43:16.409","151.2986901606112724","151.73001112793392053","151.45736551993823582","151.6203871925112594","151.61524664045248301","152.09611662256114073","151.71350449399093918","151.56434366629321175","151.35284351663057123","151.65827780450936757","151.77978722758638241","151.72665593876396883","151.61629196005659992","151.61781899340516588"
"08/04/2026 17:43:17.425","151.49807850079881177","151.72477823747743741","151.64223258640214453","151.70343434176663777","151.7040341585100407","152.26694310212636196","151.73365129100068316","151.66075346454871919","151.81395506375000082","151.74671748829879903","151.5915806345537078","151.74143407751850532","151.75900464274707247","151.75628149697908498"
"08/04/2026 17:43:18.436","150.65307599129567961","154.87150688319181313","140.99872838938341602","123.08211761167092391","153.83224348830034955","159.66217241027285922","145.01943375972805939","134.15379760530871067","146.89552275202808573","147.95717986390349097","143.79396507566937657","137.5804097670502415","148.7510595390870094","148.74399318436718431"
"08/04/2026 17:43:19.440","137.83730510421796112","121.36244854125648374","133.55024136178860772","116.47526257600884492","156.13844144326517949","147.21667027703563235","147.91644892500772812","139.82394591230931269","143.42372314077246642","156.1753482685585368","149.37984873884059311","126.30345104333868278","148.14291031878971694","148.20033766268295494"
"08/04/2026 17:43:20.443","154.66213236191617852","155.44687418134921586","148.63916658001713245","150.44203588958467321","150.28784852670756322","151.18291139549771174","151.6459434437660434","151.0177607013366412","150.30736350997904083","150.34269547132336697","154.55951004113535419","151.40600426717600158","152.17906158879017653","152.14767272188973379"
"08/04/2026 17:43:21.446","149.97607249138997076","152.88239020388115819","150.43252858164248664","152.89023868026279729","150.26444290506520929","150.81268553104723651","150.62341181739967055","149.62659238408545548","151.59650592456077334","149.87192175649303749","150.00702271013096833","149.970558096087899","150.87690720222477125","150.87920512877002466"
"08/04/2026 17:43:22.448","148.58433085748390567","153.27775584368970385","148.7930233585889539","137.32748727067001937","158.19232936465846251","151.54301084378175801","148.04540520206361975","147.21341056639386125","150.18224761631216779","147.38072056486493011","150.28227400199506292","149.33121958413212838","150.80554080054770338","150.82153704610195177"
"08/04/2026 17:43:23.462","151.25716984408686017","152.38378278643349972","151.53314849781304474","151.98809158715187095","151.5266747979875106","151.39600431472371156","151.40336646830493805","151.30583194201835795","151.68269782144631108","152.1232499939256968","151.23458180089568259","151.39905482504468637","151.61016630918359738","151.62075112528728482"
